q,hx_avg
0.0,2.789166229899999
0.05263157894736842,2.7635593044
0.10526315789473684,2.7512963646000004
0.15789473684210525,2.7299886330000005
0.21052631578947367,2.7142079673
0.2631578947368421,2.696345786100001
0.3157894736842105,2.6740666269
0.3684210526315789,2.6590883933000002
0.42105263157894735,2.6449516075000004
0.47368421052631576,2.6269399555999997
0.5263157894736842,2.6064808005
0.5789473684210527,2.5894071092
0.631578947368421,2.5734700457999997
0.6842105263157894,2.5626103567
0.7368421052631579,2.5439545466
0.7894736842105263,2.5246550796
0.8421052631578947,2.5098678296
0.894736842105263,2.4965449546
0.9473684210526315,2.4850335055999997
1.0,2.4671240253
